Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
H0VA08040,"MORAN, JAMES P. JR.",C,1,DEM,45.18,0,6349.49,0,184766.96,180462.65,0,0,0,0,0,0,0,VA,8,,,,,,0,0,6/30/2019,0,0
H4VA08216,"HOPE, PATRICK ALAN",C,1,DEM,0,0,0,0,2323,2323,0,0,0,0,0,18463,0,VA,8,,,,,,0,0,3/31/2019,0,0
H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",I,1,DEM,302993.09,0,292817.51,0,982445.9,992621.48,0,0,0,0,0,0,231267.27,VA,8,,,,,,71615.07,0,3/31/2019,0,0
H4VA08281,"LEVINE, MARK HERBERT",O,1,DEM,0,0,0,0,21333.84,21333.84,0,0,0,0,0,304909.13,0,VA,8,,,,,,0,0,3/31/2019,0,0
H8VA08159,"OH, THOMAS",C,2,REP,0,0,165.38,0,165.38,0,0,0,0,0,0,0,0,VA,8,,,,,,0,0,1/15/2019,0,0
H2VA09010,"BOUCHER, FREDERICK C",I,1,DEM,0,0,2662,0,616689.14,614027.14,0,0,0,0,0,0,0,VA,9,,,,,,0,0,3/31/2019,0,0
H0VA09055,"GRIFFITH, H MORGAN",I,2,REP,113022.84,0,33975.8,0,11745.73,90792.77,0,0,0,0,0,0,17510,VA,9,,,,,,95500,0,3/31/2019,0,0
H0VA10129,"MODICA, JULIEN",C,1,DEM,0,0,0,0,548368.26,548368.26,0,0,0,0,0,7000,0,VA,10,,,,,,0,0,3/31/2019,0,0
H8VA10098,"STOVER, LINDSEY DAVIS",C,1,DEM,0,0,0,0,2.92,2.92,0,0,0,0,0,0,0,VA,10,,,,,,0,0,3/31/2019,0,0
H8VA10106,"WEXTON, JENNIFER",I,1,DEM,424225.38,0,110420.4,0,57617.64,371422.62,0,0,0,0,0,0,343673.07,VA,10,,,,,,79000,0,3/31/2019,3559.04,2500
H8VA10122,"FRIEDMAN, ALISON",C,1,DEM,7335.15,0,8372.25,0,1037.1,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,5/29/2019,7493.75,0
H8VA10171,"PELLETIER, PAUL",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,4/1/2019,0,0
H4VA10089,"COMSTOCK, BARBARA",I,2,REP,20522.56,8245.41,20394.08,0,18853.41,18981.89,0,0,0,0,0,0,300,VA,10,,,,,,0,0,3/31/2019,0,0
H4VA10113,"WASINGER, ROBERT K",O,2,REP,0,0,0,0,5,5,0,0,0,0,0,15092.63,0,VA,10,,,,,,0,0,3/31/2019,0,0
H8VA10155,"HILL, SHAK",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,10,,,,,,0,0,1/22/2019,0,0
H8VA11062,"CONNOLLY, GERALD EDWARD",I,1,DEM,423541.4,0,118001.87,0,2705104.64,3010644.17,0,0,0,0,0,0,285353.97,VA,11,,,,,,133525,0,3/31/2019,25,0
H0VA11077,"HERRITY, PATRICK S",C,2,REP,0,0,0,0,4675.54,4675.54,0,0,0,0,0,51687.18,0,VA,11,,,,,,0,0,3/31/2019,0,0
H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",C,2,REP,12184.49,0,15995.88,0,19966.7,16155.31,0,0,0,2247.5,0,31815,11676.99,VA,11,,,,,,500,0,3/31/2019,0,0
H2VA11164,"GALDO, JOSEPH F",C,3,GRE,0,0,0,0,0.3,0.3,0,0,0,0,0,924.98,0,VA,11,,,,,,0,0,3/31/2019,0,0
H8VA11088,"PORTER, STEVAN MICHAEL MR.",C,3,LIB,47.97,0,893.81,0,931.93,86.09,47.97,0,0,0,0,1565,0,VA,11,,,,,,0,0,3/31/2019,0,0
H2VI00082,"PLASKETT, STACEY",I,1,DEM,32246,0,19540.22,0,27294.46,40000.24,0,0,0,0,0,24733.1,3746,VI,0,,,,,,28500,0,3/31/2019,0,0
H6VT00160,"WELCH, PETER",I,1,DEM,61679.3,0,41848.29,0,2125238.08,2145069.09,0,0,0,0,0,0,4786.42,VT,0,,,,,,44500,0,3/31/2019,100,0
H8VT01040,"FREILICH, DANIEL ADAM",C,1,DEM,0,0,0,0,-17459.11,-17459.11,0,0,0,0,0,0,0,VT,0,,,,,,0,0,3/31/2019,0,0
H8VT01065,"TYNIO, NATASHA ANYA",C,2,REP,0,0,0,0,6.81,6.81,0,0,0,0,0,0,0,VT,0,,,,,,0,0,1/31/2019,0,0
H0WA08046,"DELBENE, SUZAN K",I,1,DEM,216076.22,0,103697.86,0,1053294.45,1165672.81,0,0,0,0,0,495000,102012.48,WA,1,,,,,,109850,3401,3/31/2019,0,0
H2WA08141,"GOODMAN, ROGER",O,1,DEM,0,0,0,0,2635,2635,0,0,0,0,0,6600,0,WA,1,,,,,,0,0,3/31/2019,0,0
H8WA01077,"BEELER, JEFFREY ALLEN SR",C,2,REP,0,0,344.67,0,4349.28,4004.61,0,0,0,0,0,0,0,WA,1,,,,,,0,0,3/31/2019,0,0
H0WA02080,"LARSEN, RICK",I,1,DEM,83605.35,0,62270.48,0,272160.17,293495.04,0,0,0,0,0,0,10104.85,WA,2,,,,,,73500,0,3/31/2019,1005,0
H8WA02190,"BIRD, STONEWALL (STONEY) JACKSON",C,3,GRE,0,0,4.28,0,2890.35,2886.07,0,0,0,0,0,0,0,WA,2,,,,,,0,0,3/31/2019,0,0
H6WA03135,"BAIRD, BRIAN N.",I,1,DEM,3.94,0,50.5,0,28787.17,28740.61,0,0,0,0,0,0,0,WA,3,,,,,,0,0,3/31/2019,0,0
H8WA03198,"LONG, CAROLYN N.",C,1,DEM,0,0,18682.35,0,30151.63,11469.28,0,0,0,0,0,0,0,WA,3,,,,,,0,0,3/31/2019,0,0
H0WA03138,"CASTILLO, DAVID B",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,30519.83,0,WA,3,,,,,,0,0,3/31/2019,0,0
H0WA03187,"HERRERA BEUTLER, JAIME",I,2,REP,287716.33,80340.77,74410.18,0,48966.73,262272.88,0,0,0,0,0,61065.83,111198.63,WA,3,,,,,,96176.7,0,3/31/2019,0,1000
H8WA04089,"BROWN, CHRISTINE CAROL",C,1,DEM,12.7,0,7138.04,0,8465.75,1340.41,0,0,0,0,0,0,0,WA,4,,,,,,0,0,3/12/2019,0,0
H4WA04104,"NEWHOUSE, DAN",I,2,REP,59683.18,0,92059.78,0,117429.57,85052.97,0,0,0,0,0,0,17095,WA,4,,,,,,40800,0,3/31/2019,0,0
H6WA05023,"FOLEY, THOMAS S",C,1,DEM,1170,0,0.67,0,36694,37864,0,0,0,0,0,0,0,WA,5,,,,,,0,0,3/31/2019,0,0
H8WA05193,"BROWN, LISA",C,1,DEM,0,0,19983.76,0,54377.84,34394.08,0,0,0,0,0,0,0,WA,5,,,,,,0,0,3/31/2019,0,0
H4WA05077,"MCMORRIS RODGERS, CATHY",I,2,REP,502609.54,124004.92,64154.42,0,158674,597129.12,0,0,0,0,0,0,183859.24,WA,5,,,,,,194700,0,3/31/2019,0,0
H2WA06129,"KILMER, DEREK",I,1,DEM,298012.12,0,307597.83,0,2995183.21,2985597.5,0,0,0,0,0,0,150374.62,WA,6,,,,,,147600,0,3/31/2019,0,0
H6WA07409,"RIVERS, DONOVAN LAMONT",O,1,DEM,4706,0,4706,0,200,200,4706,4706,0,0,0,32329,4706,WA,7,,,,,,0,0,3/31/2019,0,0
H6WA07425,"WALKINSHAW, BRADY PINERO",O,1,DEM,0,0,32.85,0,443.1,410.25,0,0,0,0,0,10000,0,WA,7,,,,,,0,0,3/31/2019,0,0
H6WA07458,"JAYAPAL, PRAMILA",I,1,DEM,346848.93,0,160240.82,0,684238.99,870847.1,200,0,0,0,0,0,299348.58,WA,7,,,,,,47300,0,3/31/2019,15,0
H4WA07073,"KELLER, CRAIG",C,2,REP,721,0,1533,0,813,1,416,0,0,0,0,0,305,WA,7,,,,,,0,0,3/31/2019,0,0
H8WA08163,"RITTEREISER, JASON",O,1,DEM,0,0,513.56,0,513.56,0,0,0,0,0,0,0,0,WA,8,,,,,,0,0,5/13/2019,0,0
H8WA08189,"SCHRIER, KIM DR.",I,1,DEM,472727.76,0,147084.57,0,69659.79,395302.98,0,0,0,0,0,0,376627.76,WA,8,,,,,,96100,0,3/31/2019,4118.5,0
H8WA08213,"OLSON, BRAYDEN",O,1,DEM,0,0,0,0,170.07,170.07,0,0,0,0,0,18144.24,0,WA,8,,,,,,0,0,6/30/2019,0,0
H8WA08239,"HADER, SHANNON",O,1,DEM,3073.18,0,20607.63,0,17534.45,0,0,0,0,19694.69,0,0,0,WA,8,,,,,,0,0,3/31/2019,0,0
H2WA08166,"SWANK, KEITH ROLAND",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,8,,,,,,0,0,3/31/2019,0,0
H8WA08205,"ROSSI, DINO",O,2,REP,744.03,0,2589.27,0,25160.25,23315.01,0,0,0,0,0,0,0,WA,8,,,,,,0,0,3/31/2019,0,0
H6WA09025,"SMITH, D. ADAM",I,1,DEM,152045,0,64378.24,0,191776.67,279443.43,0,0,0,0,0,0,52845,WA,9,,,,,,99200,0,3/31/2019,0,0
H4WA09061,"BASLER, DOUGLAS MICHAEL",C,2,REP,2700,0,282.26,0,285.54,2703.28,0,0,0,0,0,0,2700,WA,9,,,,,,0,0,3/31/2019,0,0
H0WA03161,"HECK, DENNIS",I,1,DEM,113215,0,49717.31,0,1169964.92,1233462.61,0,0,0,0,0,275000,19215,WA,10,,,,,,90000,0,3/31/2019,0,0
H8WA10029,"BORRELLI, TAMBORINE",C,3,IND,68.64,0,0,0,-68.64,0,0,68.64,0,0,0,0.64,0,WA,10,,,,,,0,0,5/2/2019,0,0
H8WA10037,"SLOTNICK, NANCY DAILEY",C,3,IND,2500,0,927.2,0,195.12,1767.92,0,2500,0,0,0,22000,0,WA,10,,,,,,0,0,3/31/2019,0,0
H8WI01123,"BRYCE, RANDY",O,1,DEM,23400,0,30699.58,0,8319.9,1020.32,0,0,0,0,0,16195.14,0,WI,1,,,,,,0,0,3/31/2019,0,744.11
H8WI01131,"MYERS, CATHY",O,1,DEM,0,0,2932.15,0,44569.83,41637.68,0,0,0,0,0,17555,0,WI,1,,,,,,0,0,3/31/2019,0,0
H6WI01226,"NEHLEN, PAUL III",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,62698.15,0,WI,1,,,,,,0,0,3/31/2019,0,0
H8WI01024,"RYAN, PAUL D.",I,2,REP,203876.62,0,155109.3,0,5803396.61,5852163.93,0,0,0,0,0,0,0,WI,1,,,,,,0,0,3/31/2019,0,0
H8WI01149,"POLCE, NICK",O,2,REP,11286,0,15321,0,4034,0,11286,0,0,14512,0,0,0,WI,1,,,,,,0,0,3/30/2019,0,0
H8WI01156,"STEIL, BRYAN GEORGE",I,2,REP,364928,81916.86,26767.02,0,26355.7,364516.68,0,0,0,0,0,141666.6,137085.08,WI,1,,,,,,136335,0,3/31/2019,0,0
H8WI01164,"STEEN, KEVIN ADAM",O,2,REP,0,0,0,0,1753.3,1753.3,0,0,0,0,0,0,0,WI,1,,,,,,0,0,3/31/2019,0,0
H2WI02124,"POCAN, MARK",I,1,DEM,98379.55,0,83659,0,575058.72,589779.27,0,0,0,0,0,0,32879.55,WI,2,,,,,,65500,0,3/31/2019,0,0
H8WI02121,"THERON, DANIEL PETER",C,2,REP,0,0,0,0,2945.95,2945.95,0,0,0,0,0,9960,0,WI,2,,,,,,0,0,3/31/2019,0,0
H6WI03099,"KIND, RONALD JAMES",I,1,DEM,220665.87,0,80822.71,0,2323312.53,2463155.69,0,0,0,0,0,0,32748,WI,3,,,,,,177000,0,3/31/2019,0,0
H8WI03103,"TOFT, STEVE",C,2,REP,0,0,104,0,104,0,0,0,0,83,0,0,0,WI,3,,,,,,0,0,3/31/2019,0,0
H4WI04183,"MOORE, GWEN S",I,1,DEM,166485.17,0,113494.03,0,16743.44,69734.58,0,0,0,0,0,0,54257,WI,4,,,,,,112000,0,3/31/2019,1000,0
H8WI05165,"PALZEWICZ, TOM",C,1,DEM,0,0,136.83,0,2891.12,2754.29,0,0,0,0,0,0,0,WI,5,,,,,,0,0,3/31/2019,0,0
H8WI05181,"VIPOND, JENNIFER HOPPE DR",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,WI,5,,,,,,0,0,3/31/2019,0,0
H8WI09050,"SENSENBRENNER, F. JAMES JR.",I,2,REP,17889.76,0,23643.88,0,355096.57,349342.45,0,0,0,0,0,0,1800,WI,5,,,,,,16000,0,3/31/2019,0,0
H8WI06098,"KOHL, DAN",C,1,DEM,606.6,481.7,1985.18,0,1480.34,101.76,0,0,0,0,0,0,0,WI,6,,,,,,0,0,3/31/2019,0,0
H4WI06048,"GROTHMAN, GLENN S.",I,2,REP,108844.64,71630.35,43828.3,0,190333.48,255349.82,0,0,0,0,0,139110,9448.29,WI,6,,,,,,27200,0,3/31/2019,0,0
H8WI07096,"ENGEBRETSON, MARGARET RUTH",C,1,DEM,150,0,1174.95,0,5560.25,4535.3,0,0,0,0,0,1434.68,150,WI,7,,,,,,0,0,3/31/2019,0,0
H8WI07104,"EWERT, BRIAN",C,1,DEM,21.68,0,7327.78,0,7306.1,0,0,0,0,6307.78,0,0,0,WI,7,,,,,,0,0,3/27/2019,0,0
H0WI07051,"DUFFY, SEAN",I,2,REP,263564.51,88961.6,103698.77,0,1787473.59,1947339.33,0,0,0,0,0,0,81778.29,WI,7,,,,,,90750,0,3/31/2019,1000,0
H6WI08163,"NELSON, TOM",O,1,DEM,0,0,75.5,0,49908.44,49832.94,0,0,0,0,0,0,0,WI,8,,,,,,0,0,3/31/2019,0,0
H8WI08045,"LIEGEOIS, BEAU",C,1,DEM,4944.65,0,347.9,0,14493.8,19090.55,0,0,0,0,0,0,0,WI,8,,,,,,0,0,3/31/2019,0,0
H6WI08155,"GALLAGHER, MICHAEL JOHN",I,2,REP,375202.3,50798.64,193369.8,0,808257.5,990090,0,0,0,0,0,0,229880.2,WI,8,,,,,,94100,0,3/31/2019,5400,0
H8WV01067,"BAXTER, RALPH",C,1,DEM,0,0,650,0,16929,16279,0,0,0,0,0,0,0,WV,1,,,,,,0,0,3/31/2019,0,0
H8WV01075,"FERSHEE, KENDRA JEAN HUARD",C,1,DEM,2165.17,0,9001.54,0,6836.37,0,0,0,0,1457.92,0,5088.43,551,WV,1,,,,,,0,0,1/31/2019,0,0
H0WV01072,"MCKINLEY, DAVID B. MR.",I,2,REP,110945,0,53928.45,0,386465.14,443481.69,0,0,0,0,0,315000,24445,WV,1,,,,,,86500,0,3/31/2019,1800,0
H0WV02104,"HUNT, MARK ALLEN",C,1,DEM,0,0,0,0,47885.61,47885.61,0,0,0,0,0,284900,0,WV,2,,,,,,0,0,3/31/2019,0,0
H4WV02106,"POORE, MESHEA",O,1,DEM,0,0,0,0,-1095.73,-1095.73,0,0,0,0,0,19015.47,0,WV,2,,,,,,0,0,3/31/2019,0,0
H8WV02073,"UNGER, JOHN R II",C,1,DEM,13.12,0,0,0,47675.15,47688.27,0,0,0,0,0,0,0,WV,2,,,,,,0,0,3/31/2019,0,0
H8WV02107,"SCHEINBERG, AARON",C,1,DEM,4000,0,65767.35,0,61767.35,0,0,0,0,2000,0,0,0,WV,2,,,,,,4000,0,2/7/2019,60051.85,0
H8WV02115,"SERGENT, TALLEY",C,1,DEM,0,0,1184.17,0,21407.45,20223.28,0,0,0,0,0,0,0,WV,2,,,,,,0,0,3/31/2019,0,0
H4WV02080,"MOONEY, ALEXANDER XAVIER",I,2,REP,284614.62,71528.55,46626.61,0,1065033.15,1303021.16,0,0,0,0,0,0,163130.98,WV,2,,,,,,41750,0,3/31/2019,0,0
H4WV02122,"REED, KENNETH RAY",O,2,REP,0,0,0,0,338.75,338.75,0,0,0,0,0,250000,0,WV,2,,,,,,0,0,3/31/2019,0,0
H8WV03048,"OJEDA, RICHARD NEECE SENATOR II",O,1,DEM,426.22,0,7240.42,0,6923.18,108.98,0,0,0,0,0,0,0,WV,3,,,,,,0,0,3/31/2019,0,0
H8WV03089,"WILLIAMS, STEVE",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,3,,,,,,0,0,3/31/2019,0,0
H8WV03097,"MILLER, CAROL DEVINE",I,2,REP,99253.56,0,38765.1,0,18592.65,79081.11,0,0,0,0,0,498356.85,15629.56,WV,3,,,,,,83500,0,3/31/2019,21200,0
H8WV03105,"LUCAS, CONRAD G. MR. II",O,2,REP,0,0,0,0,674.85,674.85,0,0,0,0,0,275007.41,0,WV,3,,,,,,0,0,3/31/2019,0,0
H8WY01062,"HUNTER, GREG",C,1,DEM,1000,0,399.87,0,380.18,980.31,0,1000,0,0,0,40294.91,0,WY,0,,,,,,0,0,3/31/2019,0,0
H6WY00159,"CHENEY, ELIZABETH MRS.",I,2,REP,334214.8,0,267287.93,0,209850.59,276777.46,0,0,0,0,0,70000,179624.8,WY,0,,,,,,141590,0,3/31/2019,0,0
H8WY00148,"LUMMIS, CYNTHIA MARIE",I,2,REP,0,0,26896.77,0,148475.47,121578.7,0,0,0,0,0,0,0,WY,0,,,,,,0,0,3/31/2019,0,0
H2WY00133,"CUMMINGS, DANIEL CLYDE",C,3,CON,0,0,102.91,0,969.22,866.31,0,0,0,0,0,0,0,WY,0,,,,,,0,0,3/31/2019,0,0
P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",O,1,DEM,137551.27,0,78504.77,0,615474.38,674520.88,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00005868,"GREENE, ROSALIND FRANCINA",C,1,DEM,0,0,0,0,254,254,0,0,0,0,0,0,0,00,0,,,,,,0,0,6/30/2019,0,0
P00005942,"WIAND, FRED",C,1,DEM,3185,0,2642,0,2655,3198,0,3000,0,0,0,10401,185,00,0,,,,,,0,0,3/31/2019,0,0
P00006171,"CLIFTON, TIRELL ALEXANDER MAXWELL REV.",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00006213,"DELANEY, JOHN K.",C,1,DEM,12144069.64,0,1844452.87,0,268248.08,10567864.85,30505.55,11700000,0,0,0,17443250,404301.17,00,0,,,,,,0,0,3/31/2019,31312,0
P00006486,"YANG, ANDREW MR.",C,1,DEM,1778936.19,0,665965.04,0,38730.78,1151701.93,0,0,0,0,0,0,1776875.12,00,0,,,,,,2009,0,3/31/2019,7862.01,0
P00006890,"SAJNA, CYRUS",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1600000,0,00,0,,,,,,0,0,4/15/2019,0,0
P00006981,"FARBER, RYAN ANDREW",C,1,DEM,456,0,630,0,336,161,0,0,0,0,0,0,456,00,0,,,,,,0,0,4/15/2019,0,0
P00008003,"SMITH, SHARMIN LYNN",C,1,DEM,6294.8,0,6294.8,0,41,41,0,0,0,0,0,0,6294.8,00,0,,,,,,0,0,3/31/2019,0,0
P00008532,"BRADFORD, DAPHNE DENISE",C,1,DEM,51,0,0,0,4238.07,4289.07,0,0,0,0,0,0,51,00,0,,,,,,0,0,3/31/2019,0,0
P00008565,"HOWE, ALAN",C,1,DEM,4692.84,0,4230.84,0,331.52,793.52,3046.1,0,0,0,0,0,1646.74,00,0,,,,,,0,0,3/31/2019,0,0
P00008573,"SIMPSON, GLENN SCOTT ALLISTAIR MR.",C,1,DEM,0,0,0,0,-6528,-6528,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00008763,"OJEDA, RICHARD NEECE II",C,1,DEM,20347.63,0,30718.6,0,12372.95,2001.98,0,0,0,0,0,44372.93,20346.16,00,0,,,,,,0,0,3/31/2019,6084.69,0
P00008946,"POWERS, CHRISTIN NOEL MS.",C,1,DEM,97657,0,25000,0,100,72757,97657,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00009092,"CASTRO, JULIAN",C,1,DEM,1100641.02,0,625496.8,0,202510.5,677654.72,0,0,0,0,0,19284.83,1092941.02,00,0,,,,,,7700,0,3/31/2019,9739.31,1000
P00009183,"GABBARD, TULSI",C,1,DEM,4495769.56,2500000,1706543.6,500000,0,2789225.96,75,0,0,0,0,0,1949074.92,00,0,,,,,,1000,0,3/31/2019,2514.9,0
P00009225,"SENEY, RAYMOND J",C,1,DEM,1924.33,0,511.09,0,0,1413.24,124.33,1800,0,0,0,1800,0,00,0,,,,,,0,0,3/31/2019,0,0
P00009290,"GILLIBRAND, KIRSTEN",C,1,DEM,12601580.23,9600000,2433078.05,0,0,10168502.18,0,0,0,0,0,0,2997884.1,00,0,,,,,,0,0,3/31/2019,26050.59,0
P00009423,"HARRIS, KAMALA D.",C,1,DEM,13243550.83,1202493.7,4285426.01,0,0,8958124.82,0,0,0,0,0,65000,12024121.55,00,0,,,,,,16342,0,3/31/2019,154345.95,0
P00009456,"WILSON, KURTIS KING MR",C,1,DEM,2800,0,2800,0,0,0,2800,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00009514,"BITTAY-D'INTINO, CARRIE RN",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00009621,"WARREN, ELIZABETH",C,1,DEM,16482752.41,10415000,5267561.53,0,0,11215190.88,5777.5,0,0,0,0,0,6016435.38,00,0,,,,,,0,0,3/31/2019,14356.75,0
P00009795,"BOOKER, CORY A.",C,1,DEM,7923204.28,2725000,1792193.85,0,0,6131010.43,0,0,0,0,0,51989.35,5044390.15,00,0,,,,,,59319.94,0,3/31/2019,47897.73,8600
P00009910,"WILLIAMSON, MARIANNE",C,1,DEM,1546975.06,0,997471.13,0,0,549503.93,0,0,0,0,0,105016.54,1544697.39,00,0,,,,,,0,0,3/31/2019,3028.19,0
P00010108,"LEFFERT, AKIVA",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00010298,"BUTTIGIEG, PETE",C,1,DEM,7091224.39,0,685294.77,0,0,6405929.62,0,0,0,0,0,0,7086154.62,00,0,,,,,,1740,0,3/31/2019,19305.2,0
P00010454,"INSLEE, JAY R",C,1,DEM,2256655.41,0,843774.67,0,0,1412880.74,0,0,0,0,0,365194.64,2255455.41,00,0,,,,,,1200,0,3/31/2019,0,0
P00010520,"HICKENLOOPER, JOHN W.",C,1,DEM,2020682.57,0,685513.84,0,0,1335168.73,0,0,0,0,0,0,2014099.37,00,0,,,,,,4652.98,0,3/31/2019,13881.95,0
P00010587,"PIERCE, MARK ALLAN",C,1,DEM,7290.55,0,6624.77,0,1000,1665.78,7290.55,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P00010660,"MCCRAY, VALERIE LIN DR.",C,1,DEM,5520,0,4994,0,0,526,0,5520,0,0,0,5520,0,00,0,,,,,,0,0,3/31/2019,0,0
P00010793,"O'ROURKE, ROBERT BETO",C,1,DEM,9373261.4,0,2511055.63,0,0,6862205.77,0,0,0,0,0,0,9369861.4,00,0,,,,,,3400,0,3/31/2019,61787.56,0
P00010827,"MESSAM, WAYNE MARTIN",C,1,DEM,43531.62,0,1701.24,0,0,41830.38,0,0,0,0,0,0,43531.62,00,0,,,,,,0,0,3/31/2019,0,0
P00010876,"TRAHAN, CHANCE BRADFORD MR",C,1,DEM,5976.82,0,0,0,0,5976.82,0,0,0,0,0,0,0,00,0,,,,,,0,5977,3/31/2019,0,0
P00012146,"NEWNAN, BRIAN DEAN",C,1,DEM,1,0,0,0,0,1,1,0,0,0,0,0,0,00,0,,,,,,0,0,5/30/2019,0,0
P20005229,"SHREFFLER, DOUG",C,1,DEM,0,0,4500,0,0,-4500,0,0,0,0,0,0,0,00,0,,,,,,0,0,9/30/2019,0,0
P40002214,"DEAN, HOWARD",C,1,DEM,9.75,0,20499.99,0,36884.65,16394.41,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
P40002347,"EDWARDS, JOHN",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,331586.46,0,00,0,,,,,,0,0,3/31/2019,0,0
P40002404,"SHARPTON, REV ALFRED C",C,1,DEM,0,0,0,0,-11636.54,-11636.54,0,0,0,0,0,925713.78,0,00,0,,,,,,0,0,3/31/2019,0,0
P60000452,"LAROUCHE, LYNDON H JR",C,1,DEM,0,0,25,0,11475.42,11450.42,0,0,0,0,0,3231439.72,0,00,0,,,,,,0,0,3/31/2019,0,0
P60006244,"QUARTEY, MARY AKU",C,1,DEM,0,0,0,0,200,0,0,100000,0,0,0,0,0,00,0,,,,,,0,0,2/14/2019,0,0
P60007168,"SANDERS, BERNARD",C,1,DEM,20700446.12,2500000,7593817.33,2500000,4743726.76,17850355.55,0,0,0,0,0,0,18186300.21,00,0,,,,,,0,0,3/31/2019,39323.92,0
P60007671,"O'MALLEY, MARTIN JOSEPH",O,1,DEM,0,0,6297,0,6297,0,0,0,0,0,0,0,0,00,0,,,,,,0,0,1/28/2019,0,0
P80000268,"CARTER, WILLIE FELIX",C,1,DEM,681.61,0,681.61,0,43.68,43.68,472.64,0,0,0,0,1250,208.97,00,0,,,,,,0,0,3/31/2019,0,0
P80004765,"HEWES, HENRY",C,1,DEM,407623.06,0,0,0,0,407623.06,0,407623.06,0,0,0,407623.06,0,00,0,,,,,,0,0,3/31/2019,0,0
P80006117,"KLOBUCHAR, AMY J.",C,1,DEM,8832322.42,3575275,1849949.25,0,0,6982373.17,0,0,0,0,0,0,5232375.87,00,0,,,,,,750,0,3/31/2019,15589.85,0
P00003608,"CAIN, HERMAN",C,2,REP,0,0,15,0,332.61,317.61,0,0,0,0,0,19799.47,0,00,0,,,,,,0,0,3/31/2019,0,0
P00004861,"BICKELMEYER, MICHAEL",C,2,REP,247,0,238,0,30,39,240,0,0,0,0,0,7,00,0,,,,,,0,0,3/31/2019,0,0
P00005439,"COLLINS, JOE EDWARD III",C,2,REP,235000,0,236700,0,1700,0,50000,150000,0,153255.59,0,0,35000,00,0,,,,,,0,0,5/9/2019,35000,0
P00006528,"HERZ, DAVID RAPHAEL MR.",C,2,REP,0,0,45,0,240,195,0,0,0,0,0,300,0,00,0,,,,,,0,0,3/31/2019,0,0
P00007039,"SMITH, ROBERT EUGENE",C,2,REP,237,0,242,0,5,0,237,0,0,0,0,0,0,00,0,,,,,,0,0,6/30/2019,0,0
P00007492,"BENZEL, JULIANNE ELIZABETH MRS.",C,2,REP,14011.54,0,4947.7,0,623.1,9686.94,224.99,0,0,0,0,3000,13786.55,00,0,,,,,,0,0,3/31/2019,0,0
P00007567,"HAWKINS, DANNY NATHANIEL JR.",C,2,REP,121.97,0,84.33,0,0.83,38.47,121.97,0,0,0,0,213.11,0,00,0,,,,,,0,0,3/31/2019,0,0
P00007823,"LEE, HUHNKIE",C,2,REP,236,0,236,0,1000,1000,0,0,0,0,0,0,236,00,0,,,,,,0,0,3/31/2019,0,0
P00009167,"BRAINARD, CHRISTOPHER",C,2,REP,101225.45,0,220.9,0,0,101004.55,225.45,101000,0,0,0,101000,0,00,0,,,,,,0,0,3/31/2019,0,0
P00009951,"PEPPE, JAMES",C,2,REP,25665,0,25013.52,0,0,651.48,2800,20000,0,0,0,20000,2865,00,0,,,,,,0,0,3/31/2019,0,0
P00010033,"VILLARI, TIMOTHY MICHAEL MR.",C,2,REP,5001,0,0,0,0,5001,0,5001,0,0,0,5001,0,00,0,,,,,,0,0,3/31/2019,0,0
P00010231,"HARTLIEP, BRADLEY SCOTT",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,,,,,,0,0,3/31/2019,0,0
